ID	LANGUAGE	GLOTTOCODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	VALUE	FORM	COGID	TOKENS	ALIGNMENT
fra-197_girl-1	French	stan1290	1646	GIRL	fille	fij	1648	f i j	- - - - f i j
fra-197_girl-2	French	stan1290	1646	GIRL	jeune fille	ʒœn ˈfij	1648	ʒ œ n + f i j	ʒ œ n + f i j
ita-197_girl-1	Italian	ital1282	1646	GIRL	ragazza	raɡatt͡sa	1656	r a g a t ts a	r a g a t ts a
lat-197_girl-1	Latin	lati1261	1646	GIRL	puella	pʊɛlːa	1655	p ʊ ɛ lː a	p ʊ ɛ lː a
por-197_girl-1	Portuguese	port1283	1646	GIRL	menina	məˈninɐ	1654	m ə n i n ɐ	m ə n i n ɐ
por-197_girl-2	Portuguese	port1283	1646	GIRL	rapariga	ʀɐpɐˈriɣɐ	1651	ʀ ɐ p ɐ r i ɣ ɐ	ʀ ɐ p ɐ r i ɣ ɐ
ron-197_girl-1	Romanian	roma1327	1646	GIRL	fată	fatə	1653	f a t ə	f a t ə
spa-197_girl-1	Spanish	stan1288	1646	GIRL	chica	t͡ʃika	1652	tʃ i k a	tʃ i k a
spa-197_girl-2	Spanish	stan1288	1646	GIRL	muchacha	mut͡ʃat͡ʃa	1650	m u tʃ a tʃ a	m u tʃ a tʃ a
cat-898_give-1	Catalan	stan1289	1447	GIVE	donar	d̪una	1659	d̪ u n a	d̪ u n - - a
cat-900_give-1	Catalan	stan1289	196	DONATE	regalar	rəɣəɫa	1658	r ə ɣ ə lˠ a	r ə ɣ ə lˠ - - a
fra-898_give-1	French	stan1290	1447	GIVE	donner	dɔˈne	1659	d ɔ n e	d ɔ n - - e
fra-900_give-1	French	stan1290	196	DONATE	offrir	ɔfˈʁiːʁ	1663	ɔ f ʁ iː ʁ	ɔ f ʁ iː ʁ
ita-898_give-1	Italian	ital1282	1447	GIVE	dare	dare	1657	d a r e	d a r e
ita-900_give-1	Italian	ital1282	196	DONATE	regalare	reɡalare	1658	r e g a l a r e	r e g a l a r e
lat-898_give-1	Latin	lati1261	1447	GIVE	dare	darɛ	1657	d a r ɛ	d a r ɛ
lat-900_give-1	Latin	lati1261	196	DONATE	donare	doːnaːrɛ	1659	d oː n aː r ɛ	d oː n aː r ɛ
lat-900_give-2	Latin	lati1261	196	DONATE	largiri	ɫarɡiːriː	1660	lˠ a r g iː r iː	lˠ a r g iː r iː
por-898_give-1	Portuguese	port1283	1447	GIVE	dar	dar	1657	d a r	d a r -
por-900_give-1	Portuguese	port1283	196	DONATE	oferecer	ufərəˈser	1662	u f ə r ə s e r	u f ə r ə s e r
ron-898_give-1	Romanian	roma1327	1447	GIVE	da	da	1664	d a	d a
ron-900_give-1	Romanian	roma1327	196	DONATE	dărui	dəruj	1661	d ə r u j	d ə r u j
spa-898_give-1	Spanish	stan1288	1447	GIVE	dar	daɾ	1657	d a ɾ	d a ɾ -
spa-900_give-1	Spanish	stan1288	196	DONATE	regalar	ɾeɣalaɾ	1658	ɾ e ɣ a l a ɾ	ɾ e ɣ a l a ɾ -
cat-189_glass-1	Catalan	stan1289	604	GLASS	vidre	βiðɾə	1665	β i ð ɾ ə	β i ð ɾ - ə
fra-189_glass-1	French	stan1290	604	GLASS	verre	vɛːʁ	1665	v ɛː ʁ	v ɛː - ʁ - -
ita-189_glass-1	Italian	ital1282	604	GLASS	vetro	vetro	1665	v e t r o	v e t r - o
lat-189_glass-1	Latin	lati1261	604	GLASS	vitrum	wɪtrʊ̃	1665	w ɪ t r ʊ̃	w ɪ t r - ʊ̃
por-189_glass-1	Portuguese	port1283	604	GLASS	vidro	ˈviðru	1665	v i ð r u	v i ð r - u
ron-189_glass-1	Romanian	roma1327	604	GLASS	sticlă	stiklə	1667	s t i k l ə	s t i k l ə
spa-189_glass-1	Spanish	stan1288	604	GLASS	vidrio	biðɾjo	1665	b i ð ɾ j o	b i ð ɾ j o
spa-189_glass-2	Spanish	stan1288	604	GLASS	cristal	kɾistal	1666	k ɾ i s t a l	k ɾ i s t a l
cat-862_glue-1	Catalan	stan1289	1069	GLUE	enganxar	ənɣəɲʃa	1669	ə n ɣ ə ɲ ʃ a	ə n ɣ ə ɲ ʃ a
fra-862_glue-1	French	stan1290	1069	GLUE	coller	kɔˈle	1668	k ɔ l e	- - k ɔ l e - -
ita-862_glue-1	Italian	ital1282	1069	GLUE	incollare	iŋkolːare	1668	i ŋ k o lː a r e	i ŋ k o lː a r e
lat-862_glue-1	Latin	lati1261	1069	GLUE	agglutinare	aɡːɫuːtɪnaːrɛ	1672	a gː lˠ uː t ɪ n aː r ɛ	a gː lˠ uː t ɪ n aː r ɛ
por-862_glue-1	Portuguese	port1283	1069	GLUE	colar	kuˈlar	1668	k u l a r	- - k u l a r -
ron-862_glue-1	Romanian	roma1327	1069	GLUE	lipi	lipʲ	1671	l i pʲ	l i pʲ
spa-862_glue-1	Spanish	stan1288	1069	GLUE	pegar	peɣaɾ	1670	p e ɣ a ɾ	p e ɣ a ɾ
spa-862_glue-2	Spanish	stan1288	1069	GLUE	encolar	eŋkolaɾ	1668	e ŋ k o l a ɾ	e ŋ k o l a ɾ -
cat-168_gnat-1	Catalan	stan1289	1509	MOSQUITO	mosquit	muskit̪	1673	m u s k i t̪	m u s k i t̪ -
fra-168_gnat-1	French	stan1290	1509	MOSQUITO	moucheron	muʃˈʁɔ̃	1676	m u ʃ ʁ ɔ̃	m u ʃ ʁ ɔ̃
ita-168_gnat-1	Italian	ital1282	1509	MOSQUITO	zanzara	t͡sant͡sara	1674	ts a n ts a r a	ts a n ts a r a
lat-168_gnat-1	Latin	lati1261	1509	MOSQUITO	culex	kʊɫɛks	1675	k ʊ lˠ ɛ k s	k ʊ lˠ ɛ k s
por-168_gnat-1	Portuguese	port1283	1509	MOSQUITO	mosquito	muʃˈkitu	1673	m u ʃ k i t u	m u ʃ k i t u
ron-168_gnat-1	Romanian	roma1327	1509	MOSQUITO	țânțar	t͡sɨnt͡sar	1674	ts ɨ n ts a r	ts ɨ n ts a r -
spa-168_gnat-1	Spanish	stan1288	1509	MOSQUITO	mosquito	moskito	1673	m o s k i t o	m o s k i t o
cat-773_go-1	Catalan	stan1289	695	GO	caminar	kəmina	1681	k ə m i n a	k ə m i n a
fra-773_go-1	French	stan1290	695	GO	aller	aˈle	1680	a l e	a l e
ita-773_go-1	Italian	ital1282	695	GO	andare	andare	1677	a n d a r e	- a n d a r e
lat-773_go-1	Latin	lati1261	695	GO	ire	iːrɛ	1678	iː r ɛ	iː r ɛ
lat-773_go-2	Latin	lati1261	695	GO	vadere	waːdɛrɛ	1677	w aː d ɛ r ɛ	w aː - d ɛ r ɛ
por-773_go-1	Portuguese	port1283	695	GO	ir	ir	1678	i r	i r -
por-773_go-2	Portuguese	port1283	695	GO	andar	ɐ̃ˈdar	1677	ɐ̃ d a r	- ɐ̃ - d a r -
ron-773_go-1	Romanian	roma1327	695	GO	merge	merd͡ʒe	1679	m e r dʒ e	m e r dʒ e
spa-773_go-1	Spanish	stan1288	695	GO	ir	iɾ	1678	i ɾ	i ɾ -
spa-773_go-2	Spanish	stan1288	695	GO	andar	andaɾ	1677	a n d a ɾ	- a n d a ɾ -
cat-774_goaway-1	Catalan	stan1289	1752	LEAVE	anar-se'n	ənəɾzəˈn	1682	ə n ə ɾ z ə n	ə n - ə ɾ z ə n -
fra-774_goaway-1	French	stan1290	1752	LEAVE	s'en aller	sɔnaˈle	1691	s ɔ n a l e	s ɔ n a l e
ita-774_goaway-1	Italian	ital1282	1752	LEAVE	andàrsene	andarzene	1682	a n d a r z e n e	a n d a r z e n e
ita-774_goaway-2	Italian	ital1282	1752	LEAVE	andare via	andare via	1686	a n d a r e + v i a	a n d a r e + v i a
lat-774_goaway-1	Latin	lati1261	1752	LEAVE	abire	abiːrɛ	1690	a b iː r ɛ	a b iː r ɛ
lat-774_goaway-2	Latin	lati1261	1752	LEAVE	discedere	dɪskeːdɛrɛ	1685	d ɪ s k eː d ɛ r ɛ	d ɪ s k eː d ɛ r ɛ
por-774_goaway-1	Portuguese	port1283	1752	LEAVE	partir	pɐrˈtir	1689	p ɐ r t i r	p ɐ r t i r
por-774_goaway-2	Portuguese	port1283	1752	LEAVE	ir-se embora	ˈirsə ẽˈβɔrɐ	1684	i r s ə + ẽ β ɔ r ɐ	i r s ə + ẽ β ɔ r ɐ
ron-774_goaway-1	Romanian	roma1327	1752	LEAVE	se duce	se dut͡ʃe	1688	s e + d u tʃ e	s e + d u tʃ e
spa-774_goaway-1	Spanish	stan1288	1752	LEAVE	irse	iɾse	1687	i ɾ s e	i ɾ s e
spa-774_goaway-2	Spanish	stan1288	1752	LEAVE	marcharse	maɾt͡ʃaɾse	1683	m a ɾ tʃ a ɾ s e	m a ɾ tʃ a ɾ s e
cat-777_goin-1	Catalan	stan1289	749	ENTER	entrar	ən̪t̪ɾa	1692	ə n̪ t̪ ɾ a	ə n̪ t̪ ɾ a - -
fra-777_goin-1	French	stan1290	749	ENTER	entrer	ɑ̃ˈtʁe	1692	ɑ̃ t ʁ e	ɑ̃ - t ʁ e - -
ita-777_goin-1	Italian	ital1282	749	ENTER	entrare	entrare	1692	e n t r a r e	e n t r a r e
lat-777_goin-1	Latin	lati1261	749	ENTER	inire	ɪniːrɛ	1694	ɪ n iː r ɛ	ɪ n iː r ɛ
lat-777_goin-2	Latin	lati1261	749	ENTER	ingredi	ɪŋɡrɛdiː	1693	ɪ ŋ g r ɛ d iː	ɪ ŋ g r ɛ d iː
por-777_goin-1	Portuguese	port1283	749	ENTER	entrar	ẽˈtrar	1692	ẽ t r a r	ẽ - t r a r -
ron-777_goin-1	Romanian	roma1327	749	ENTER	intra	intra	1692	i n t r a	i n t r a - -
spa-777_goin-1	Spanish	stan1288	749	ENTER	entrar	entɾaɾ	1692	e n t ɾ a ɾ	e n t ɾ a ɾ -
cat-416_god-1	Catalan	stan1289	3231	DEITY	déu	d̪ew	1696	d̪ e w	d̪ e w -
fra-416_god-1	French	stan1290	3231	DEITY	dieu	djø	1695	d j ø	d j ø -
ita-416_god-1	Italian	ital1282	3231	DEITY	dio	dio	1699	d i o	d i o
lat-416_god-1	Latin	lati1261	3231	DEITY	deus	dɛʊs	1698	d ɛ ʊ s	d ɛ ʊ s
por-416_god-1	Portuguese	port1283	3231	DEITY	deus	dewʃ	1696	d e w ʃ	d e w ʃ
ron-416_god-1	Romanian	roma1327	3231	DEITY	zeu	zew	1697	z e w	z e w
spa-416_god-1	Spanish	stan1288	3231	DEITY	dios	djos	1695	d j o s	d j o s
cat-186_gold-1	Catalan	stan1289	1369	GOLD	or	ɔ	1702	ɔ	ɔ
fra-186_gold-1	French	stan1290	1369	GOLD	or	ɔːʁ	1703	ɔː ʁ	ɔː ʁ
ita-186_gold-1	Italian	ital1282	1369	GOLD	oro	oro	1700	o r o	o - r o
lat-186_gold-1	Latin	lati1261	1369	GOLD	aurum	aʊ̯rʊ̃	1700	a ʊ r ʊ̃	a ʊ r ʊ̃
por-186_gold-1	Portuguese	port1283	1369	GOLD	ouro	ˈoru	1700	o r u	o - r u
ron-186_gold-1	Romanian	roma1327	1369	GOLD	aur	awr	1701	a w r	a w r
spa-186_gold-1	Spanish	stan1288	1369	GOLD	oro	oɾo	1700	o ɾ o	o - ɾ o
cat-558_good-1	Catalan	stan1289	1035	GOOD	bo	bɔ	1704	b ɔ	b ɔ -
fra-558_good-1	French	stan1290	1035	GOOD	bon	bɔ̃	1704	b ɔ̃	b ɔ̃ -
ita-558_good-1	Italian	ital1282	1035	GOOD	buono	buono	1705	b u o n o	b u o n o -
lat-558_good-1	Latin	lati1261	1035	GOOD	bonus	bɔnʊs	1705	b ɔ n ʊ s	b - ɔ n ʊ s
por-558_good-1	Portuguese	port1283	1035	GOOD	bom	bõ	1704	b õ	b õ -
ron-558_good-1	Romanian	roma1327	1035	GOOD	bun	bun	1704	b u n	b u n
spa-558_good-1	Spanish	stan1288	1035	GOOD	bueno	bweno	1705	b w e n o	b w e n o -
cat-152_goose-1	Catalan	stan1289	1187	GOOSE	oca	ɔkə	1706	ɔ k ə	ɔ k ə
fra-152_goose-1	French	stan1290	1187	GOOSE	oie	wa	1710	w a	w a
ita-152_goose-1	Italian	ital1282	1187	GOOSE	oca	oka	1706	o k a	o k a
lat-152_goose-1	Latin	lati1261	1187	GOOSE	anser	ãːsɛr	1709	ãː s ɛ r	ãː s ɛ r
por-152_goose-1	Portuguese	port1283	1187	GOOSE	ganso	ɣãʃu	1707	ɣ ã ʃ u	ɣ ã - ʃ u
ron-152_goose-1	Romanian	roma1327	1187	GOOSE	gâscă	ɡɨskə	1708	g ɨ s k ə	g ɨ s k ə
spa-152_goose-1	Spanish	stan1288	1187	GOOSE	oca	oka	1706	o k a	o k a
spa-152_goose-2	Spanish	stan1288	1187	GOOSE	ganso	ɡanso	1707	g a n s o	g a n s o
cat-879_grab-1	Catalan	stan1289			engrapar	ənɣɾəpa	1712	ə n ɣ ɾ ə p a	ə n ɣ ɾ ə p a
fra-879_grab-1	French	stan1290			agripper	aɡʁiˈpe	1712	a g ʁ i p e	a - g ʁ i p e
ita-879_grab-1	Italian	ital1282			pigliare	piʎːare	1715	p i ʎː a r e	p i ʎː a r e
ita-879_grab-2	Italian	ital1282			afferrare	afːerːare	1711	a fː e rː a r e	a fː e rː a r e
lat-879_grab-1	Latin	lati1261			capessere	kapɛsːɛrɛ	1714	k a p ɛ sː ɛ r ɛ	k a p ɛ sː ɛ r ɛ
por-879_grab-1	Portuguese	port1283			agarrar	ɐɣɐˈʀar	1711	ɐ ɣ ɐ ʀ a r	ɐ ɣ ɐ ʀ a r -
ron-879_grab-1	Romanian	roma1327			apuca	apuka	1713	a p u k a	a p u k a
spa-879_grab-1	Spanish	stan1288			agarrar	aɣaraɾ	1711	a ɣ a r a ɾ	a ɣ a r a ɾ -
cat-176_grain-1	Catalan	stan1289	605	GRAIN	gra	ɡɾa	1716	g ɾ a	g ɾ a - -
fra-176_grain-1	French	stan1290	605	GRAIN	grain	ɡʁɛ̃	1716	g ʁ ɛ̃	g ʁ ɛ̃ - -
ita-176_grain-1	Italian	ital1282	605	GRAIN	grano	ɡrano	1716	g r a n o	g r a n o
lat-176_grain-1	Latin	lati1261	605	GRAIN	granum	ɡraːnʊ̃	1716	g r aː n ʊ̃	g r aː n ʊ̃
por-176_grain-1	Portuguese	port1283	605	GRAIN	grão	ɣrãw	1716	ɣ r ã w	ɣ r ã w -
ron-176_grain-1	Romanian	roma1327	605	GRAIN	grâu	ɡrɨw	1716	g r ɨ w	g r ɨ w -
spa-176_grain-1	Spanish	stan1288	605	GRAIN	grano	ɡɾano	1716	g ɾ a n o	g ɾ a n o
cat-199_grandfather-1	Catalan	stan1289	1383	GRANDFATHER	avi	aβi	1724	a β i	a β i
fra-199_grandfather-1	French	stan1290	1383	GRANDFATHER	grand-père	ɡʁɑ̃ˈpɛːʁ	1723	g ʁ ɑ̃ p ɛː ʁ	g ʁ ɑ̃ p ɛː ʁ
ita-199_grandfather-1	Italian	ital1282	1383	GRANDFATHER	nonno	nonːo	1722	n o nː o	n o nː o
lat-199_grandfather-1	Latin	lati1261	1383	GRANDFATHER	avus	awʊs	1721	a w ʊ s	a w ʊ s
por-199_grandfather-1	Portuguese	port1283	1383	GRANDFATHER	avô	ɐˈvo	1720	ɐ v o	ɐ v o
ron-199_grandfather-1	Romanian	roma1327	1383	GRANDFATHER	bunic	bunik	1719	b u n i k	b u n i k
ron-199_grandfather-2	Romanian	roma1327	1383	GRANDFATHER	tată mare	tatə mare	1717	t a t ə + m a r e	t a t ə + m a r e
spa-199_grandfather-1	Spanish	stan1288	1383	GRANDFATHER	abuelo	aβwelo	1718	a β w e l o	a β w e l o
cat-200_grandmother-1	Catalan	stan1289	1496	GRANDMOTHER	àvia	aβiə	1725	a β i ə	a β i ə
fra-200_grandmother-1	French	stan1290	1496	GRANDMOTHER	grand-mère	ɡʁɑ̃ˈmɛːʁ	1731	g ʁ ɑ̃ m ɛː ʁ	g ʁ ɑ̃ m ɛː ʁ
ita-200_grandmother-1	Italian	ital1282	1496	GRANDMOTHER	nonna	nonːa	1730	n o nː a	n o nː a
lat-200_grandmother-1	Latin	lati1261	1496	GRANDMOTHER	avia	awɪa	1725	a w ɪ a	a w ɪ a
por-200_grandmother-1	Portuguese	port1283	1496	GRANDMOTHER	avó	ɐˈvɔ	1729	ɐ v ɔ	ɐ v ɔ
ron-200_grandmother-1	Romanian	roma1327	1496	GRANDMOTHER	bunică	bunikə	1728	b u n i k ə	b u n i k ə
ron-200_grandmother-2	Romanian	roma1327	1496	GRANDMOTHER	mamă mare	mamə mare	1726	m a m ə + m a r e	m a m ə + m a r e
spa-200_grandmother-1	Spanish	stan1288	1496	GRANDMOTHER	abuela	aβwela	1727	a β w e l a	a β w e l a
cat-997_grasp-1	Catalan	stan1289			comprendre	kumpɾɛnðɾə	1732	k u m p ɾ ɛ n ð ɾ ə	k u m p ɾ - ɛ - - n ð - ɾ ə
fra-997_grasp-1	French	stan1290			concevoir	kɔ̃sˈvwaːʁ	1734	k ɔ̃ s v w aː ʁ	k ɔ̃ s v w aː ʁ
ita-997_grasp-1	Italian	ital1282			capire	kapire	1733	k a p i r e	k a p i r e
ita-997_grasp-2	Italian	ital1282			comprèndere	komprɛndere	1732	k o m p r ɛ n d e r e	k o m p r - ɛ - - n d e r e
lat-997_grasp-1	Latin	lati1261			comprehendere	kɔmprɛhɛndɛrɛ	1732	k ɔ m p r ɛ h ɛ n d ɛ r ɛ	k ɔ m p r - ɛ h ɛ n d ɛ r ɛ
por-997_grasp-1	Portuguese	port1283			apreender	apreẽder	1732	a p r e ẽ d e r	- a - p r - e - ẽ - d e r -
por-997_grasp-2	Portuguese	port1283			compreender	kõprjẽˈder	1732	k õ p r j ẽ d e r	k õ - p r j ẽ - - - d e r -
ron-997_grasp-1	Romanian	roma1327			pricepe	prit͡ʃepe	1735	p r i tʃ e p e	p r i tʃ e p e
ron-997_grasp-2	Romanian	roma1327			înțelege	ɨnt͡seled͡ʒe	1737	ɨ n ts e l e dʒ e	ɨ n ts e l e dʒ e
spa-997_grasp-1	Spanish	stan1288			concebir	konθeβiɾ	1736	k o n θ e β i ɾ	k o n θ e β i ɾ
cat-110_grass-1	Catalan	stan1289	606	GRASS	herba	ɛɾβə	1738	ɛ ɾ β ə	- ɛ ɾ β ə
fra-110_grass-1	French	stan1290	606	GRASS	herbe	ɛʁb	1738	ɛ ʁ b	- ɛ ʁ b -
ita-110_grass-1	Italian	ital1282	606	GRASS	erba	erba	1738	e r b a	- e r b a
lat-110_grass-1	Latin	lati1261	606	GRASS	herba	hɛrba	1738	h ɛ r b a	h ɛ r b a
lat-110_grass-2	Latin	lati1261	606	GRASS	gramen	ɡraːmɛn	1739	g r aː m ɛ n	g r aː m ɛ n
por-110_grass-1	Portuguese	port1283	606	GRASS	erva	erva	1738	e r v a	- e r v a
ron-110_grass-1	Romanian	roma1327	606	GRASS	iarbă	jarbə	1738	j a r b ə	j a r b ə
spa-110_grass-1	Spanish	stan1288	606	GRASS	hierba	jeɾβa	1738	j e ɾ β a	j e ɾ β a
cat-413_grave-1	Catalan	stan1289	1773	GRAVE	tomba	t̪ɔmβə	1741	t̪ ɔ m β ə	t̪ ɔ m β ə
fra-413_grave-1	French	stan1290	1773	GRAVE	tombe	tɔ̃ːb	1745	t ɔ̃ː b	t ɔ̃ː b
ita-413_grave-1	Italian	ital1282	1773	GRAVE	tomba	tomba	1741	t o m b a	t o m b a
ita-413_grave-2	Italian	ital1282	1773	GRAVE	sepolcro	sepolkro	1740	s e p o l k r o	s e p o l k - r o
lat-413_grave-1	Latin	lati1261	1773	GRAVE	sepulcrum	sɛpʊɫkrʊ̃	1740	s ɛ p ʊ lˠ k r ʊ̃	s ɛ p ʊ lˠ k - r ʊ̃
por-413_grave-1	Portuguese	port1283	1773	GRAVE	túmulo	tumulu	1744	t u m u l u	t u m u l u
por-413_grave-2	Portuguese	port1283	1773	GRAVE	sepultura	ʃepuɫtura	1740	ʃ e p u lˠ t u r a	ʃ e p u lˠ t u r a
ron-413_grave-1	Romanian	roma1327	1773	GRAVE	groapă	ɡro̯apə	1743	g r o a p ə	g r o a p ə
ron-413_grave-2	Romanian	roma1327	1773	GRAVE	mormânt	mormɨnt	1742	m o r m ɨ n t	m o r m ɨ n t
spa-413_grave-1	Spanish	stan1288	1773	GRAVE	tumba	tumba	1741	t u m b a	t u m b a
spa-413_grave-2	Spanish	stan1288	1773	GRAVE	sepulcro	sepulkɾo	1740	s e p u l k ɾ o	s e p u l k - ɾ o
cat-529_green-1	Catalan	stan1289	1425	GREEN	verd	βɛɾ	1746	β ɛ ɾ	β ɛ ɾ - -
fra-529_green-1	French	stan1290	1425	GREEN	vert	vɛːʁ	1746	v ɛː ʁ	v ɛː ʁ - -
ita-529_green-1	Italian	ital1282	1425	GREEN	verde	verde	1746	v e r d e	v e r d e
lat-529_green-1	Latin	lati1261	1425	GREEN	viridis	wɪrɪdɪs	1747	w ɪ r ɪ d ɪ s	w ɪ r ɪ d ɪ s
por-529_green-1	Portuguese	port1283	1425	GREEN	verde	ˈverðə	1746	v e r ð ə	v e r ð ə
ron-529_green-1	Romanian	roma1327	1425	GREEN	verde	verde	1746	v e r d e	v e r d e
spa-529_green-1	Spanish	stan1288	1425	GREEN	verde	beɾðe	1746	b e ɾ ð e	b e ɾ ð e
cat-530_grey-1	Catalan	stan1289	153	GREY	gris	ɡɾis	1748	g ɾ i s	g ɾ i s -
fra-530_grey-1	French	stan1290	153	GREY	gris	ɡʁi	1748	g ʁ i	g ʁ i - -
ita-530_grey-1	Italian	ital1282	153	GREY	grigio	ɡrid͡ʒo	1748	g r i dʒ o	g r i dʒ o
lat-530_grey-1	Latin	lati1261	153	GREY	canus	kaːnʊs	1751	k aː n ʊ s	k aː n ʊ s
por-530_grey-1	Portuguese	port1283	153	GREY	cinzento	sĩˈzẽtu	1750	s ĩ z ẽ t u	s ĩ z ẽ t u
ron-530_grey-1	Romanian	roma1327	153	GREY	gri	ɡrʲ	1748	g rʲ	g rʲ - - -
ron-530_grey-2	Romanian	roma1327	153	GREY	cenușiu	t͡ʃenuʃiw	1749	tʃ e n u ʃ i w	tʃ e n u ʃ i w
spa-530_grey-1	Spanish	stan1288	153	GREY	gris	ɡɾis	1748	g ɾ i s	g ɾ i s -
cat-215_grief-1	Catalan	stan1289	1668	GRIEF	pena	pɛnə	1752	p ɛ n ə	p ɛ n ə
fra-215_grief-1	French	stan1290	1668	GRIEF	peine	pɛn	1752	p ɛ n	p ɛ n -
fra-215_grief-2	French	stan1290	1668	GRIEF	chagrin	ʃaˈɡʁɛ̃	1755	ʃ a g ʁ ɛ̃	ʃ a g ʁ ɛ̃
ita-215_grief-1	Italian	ital1282	1668	GRIEF	afflizione	afːlit͡sione	1753	a fː l i ts i o n e	a fː l i ts i o n e
lat-215_grief-1	Latin	lati1261	1668	GRIEF	aegritudo	aɛ̯ɡrɪtuːdoː	1757	a ɛ g r ɪ t uː d oː	a ɛ g r ɪ t uː d oː
por-215_grief-1	Portuguese	port1283	1668	GRIEF	aflição	aflisãw	1753	a f l i s ã w	a f l i s - ã w -
por-215_grief-2	Portuguese	port1283	1668	GRIEF	desgosto	dəʒˈɣoʃtu	1754	d ə ʒ ɣ o ʃ t u	d ə ʒ ɣ o ʃ t u
ron-215_grief-1	Romanian	roma1327	1668	GRIEF	mâhnire	mɨhnire	1756	m ɨ h n i r e	m ɨ h n i r e
spa-215_grief-1	Spanish	stan1288	1668	GRIEF	pena	pena	1752	p e n a	p e n a
cat-731_groan-1	Catalan	stan1289	716	GROAN	gemegar	ʒəməɣa	1758	ʒ ə m ə ɣ a	ʒ ə m ə ɣ a
fra-731_groan-1	French	stan1290	716	GROAN	gémir	ʒeˈmiːʁ	1758	ʒ e m iː ʁ	ʒ e m iː ʁ -
ita-731_groan-1	Italian	ital1282	716	GROAN	gèmere	d͡ʒɛmere	1758	dʒ ɛ m e r e	dʒ ɛ m e r e
lat-731_groan-1	Latin	lati1261	716	GROAN	gemere	ɡɛmɛrɛ	1758	g ɛ m ɛ r ɛ	g ɛ m ɛ r ɛ
por-731_groan-1	Portuguese	port1283	716	GROAN	gemer	ʒemer	1758	ʒ e m e r	ʒ e m e r -
ron-731_groan-1	Romanian	roma1327	716	GROAN	geme	d͡ʒeme	1758	dʒ e m e	dʒ e m - - e
spa-731_groan-1	Spanish	stan1288	716	GROAN	gemir	ɡemiɾ	1758	g e m i ɾ	g e m i ɾ -
cat-65_ground-1	Catalan	stan1289	2159	GROUND	sòl	sɔɫ	1759	s ɔ lˠ	s - ɔ - lˠ -
fra-65_ground-1	French	stan1290	2159	GROUND	sol	sɔl	1759	s ɔ l	s - ɔ - l -
fra-65_ground-2	French	stan1290	2159	GROUND	terrain	tɛˈʁɛ̃	1762	t ɛ ʁ ɛ̃	t ɛ ʁ ɛ̃
ita-65_ground-1	Italian	ital1282	2159	GROUND	suolo	suolo	1759	s u o l o	s - u o l o
ita-65_ground-2	Italian	ital1282	2159	GROUND	terreno	terːeno	1761	t e rː e n o	t e rː e n o
lat-65_ground-1	Latin	lati1261	2159	GROUND	solum	sɔɫʊ̃	1759	s ɔ lˠ ʊ̃	s - ɔ - lˠ ʊ̃
por-65_ground-1	Portuguese	port1283	2159	GROUND	solo	ʃolu	1759	ʃ o l u	ʃ - o - l u
ron-65_ground-1	Romanian	roma1327	2159	GROUND	sol	sol	1759	s o l	s - o - l -
ron-65_ground-2	Romanian	roma1327	2159	GROUND	pământ	pəmɨnt	1760	p ə m ɨ n t	p ə m ɨ n t
spa-65_ground-1	Spanish	stan1288	2159	GROUND	suelo	swelo	1759	s w e l o	s w e - l o
cat-716_grow-1	Catalan	stan1289	479	GROW	créixer	kɾeʃə	1763	k ɾ e ʃ ə	k ɾ e ʃ - ə - -
fra-716_grow-1	French	stan1290	479	GROW	croître	ˈkʁwɑːtʁə	1764	k ʁ w ɑː t ʁ ə	k ʁ w ɑː t ʁ ə
ita-716_grow-1	Italian	ital1282	479	GROW	crescere	kreʃːere	1763	k r e ʃː e r e	k r e ʃː - e r e
lat-716_grow-1	Latin	lati1261	479	GROW	crescere	kreːskɛrɛ	1763	k r eː s k ɛ r ɛ	k r eː s k ɛ r ɛ
por-716_grow-1	Portuguese	port1283	479	GROW	crescer	krəʃˈser	1763	k r ə ʃ s e r	k r ə ʃ s e r -
ron-716_grow-1	Romanian	roma1327	479	GROW	crește	kreʃte	1763	k r e ʃ t e	k r e ʃ t e - -
spa-716_grow-1	Spanish	stan1288	479	GROW	crecer	kɾeθeɾ	1763	k ɾ e θ e ɾ	k ɾ e θ - e ɾ -
cat-794_grumble-1	Catalan	stan1289			renyar	rəɲa	1771	r ə ɲ a	r ə ɲ a
fra-794_grumble-1	French	stan1290			gronder	ɡʁɔ̃ˈde	1770	g ʁ ɔ̃ d e	g ʁ ɔ̃ d e
ita-794_grumble-1	Italian	ital1282			imprecare	imprekare	1769	i m p r e k a r e	i m p r e k a r e
lat-794_grumble-1	Latin	lati1261			increpare	ɪŋkrɛpaːrɛ	1768	ɪ ŋ k r ɛ p aː r ɛ	ɪ ŋ k r ɛ p aː r ɛ
por-794_grumble-1	Portuguese	port1283			ralhar	raʎar	1767	r a ʎ a r	r a ʎ a r
ron-794_grumble-1	Romanian	roma1327			înjura	ɨnʒura	1766	ɨ n ʒ u r a	ɨ n ʒ u r a
spa-794_grumble-1	Spanish	stan1288			regañar	ɾeɣaɲaɾ	1765	ɾ e ɣ a ɲ a ɾ	ɾ e ɣ a ɲ a ɾ
cat-927_guard-1	Catalan	stan1289	1940	GUARD	vigilar	βiʒiɫa	1773	β i ʒ i lˠ a	β i ʒ i lˠ a -
